Employee_ID,Name,Age,Gender,Department,Job_Role,Education,Experience_Years,Salary,Performance_Rating,Marital_Status,Attrition,Joining_Date,City
EMP0240,Employee 240,52,Male,Finance,Financial Analyst,Master's,19,88256,5,Married,No,2022-01-10,Bengaluru
EMP0241,Employee 241,52,Male,Operations,Operations Executive,Diploma,15,86119,1,Single,No,2025-12-18,Hyderabad
EMP0242,Employee 242,50,Female,Sales,Sales Executive,Diploma,8,55367,1,Married,No,2024-01-12,Delhi
EMP0243,Employee 243,48,Male,IT,Data Analyst,Master's,17,80863,1,Married,No,2022-12-13,Hyderabad
EMP0244,Employee 244,36,Male,IT,Software Engineer,Diploma,2,41387,5,Married,No,2019-04-26,Mumbai
EMP0245,Employee 245,57,Female,Marketing,SEO Specialist,Diploma,4,40770,5,Single,No,2020-04-27,Hyderabad
EMP0246,Employee 246,53,Male,Operations,Operations Executive,Master's,9,60980,1,Married,No,2024-06-03,Mumbai
EMP0247,Employee 247,36,Female,Operations,Coordinator,Bachelor's,4,42181,5,Married,No,2019-08-23,Bengaluru
EMP0248,Employee 248,26,Female,Finance,Accountant,Diploma,14,71474,3,Married,No,2025-02-08,Bengaluru
EMP0249,Employee 249,50,Female,IT,Data Analyst,Diploma,18,83081,4,Single,No,2019-01-17,Bengaluru
EMP0250,Employee 250,42,Male,HR,Recruiter,Master's,15,81299,1,Single,No,2021-08-15,Pune
EMP0251,Employee 251,31,Female,Operations,Coordinator,Bachelor's,14,69533,4,Single,No,2019-05-24,Mumbai
EMP0252,Employee 252,44,Female,Operations,Operations Executive,Master's,9,56709,2,Single,Yes,2021-01-27,Bengaluru
EMP0253,Employee 253,27,Male,Operations,Operations Executive,Master's,9,59172,1,Single,No,2022-10-25,Delhi
EMP0254,Employee 254,42,Male,HR,Recruiter,Diploma,16,90583,2,Married,Yes,2018-02-08,Pune
EMP0255,Employee 255,44,Female,HR,HR Executive,Master's,12,64927,2,Single,Yes,2019-02-24,Pune
EMP0256,Employee 256,49,Female,Marketing,Marketing Executive,Diploma,18,83277,2,Married,No,2024-11-04,Delhi
EMP0257,Employee 257,29,Male,Operations,Coordinator,Master's,14,76118,4,Married,No,2018-12-22,Mumbai
EMP0258,Employee 258,39,Male,HR,Recruiter,Bachelor's,8,50760,5,Single,No,2020-10-13,Bengaluru
EMP0259,Employee 259,28,Male,IT,Software Engineer,Diploma,20,91788,5,Single,No,2020-09-07,Delhi
EMP0260,Employee 260,57,Female,Sales,Account Manager,Diploma,11,68870,2,Married,No,2019-06-25,Pune
EMP0261,Employee 261,23,Male,Sales,Account Manager,Diploma,18,85212,3,Married,No,2018-02-26,Bengaluru
EMP0262,Employee 262,30,Female,Operations,Operations Executive,Master's,12,64700,1,Single,No,2025-03-08,Mumbai
EMP0263,Employee 263,25,Female,Marketing,SEO Specialist,Diploma,10,67803,2,Single,No,2024-07-30,Mumbai
EMP0264,Employee 264,24,Female,Sales,Sales Executive,Bachelor's,13,69300,1,Single,No,2023-02-01,Pune
EMP0265,Employee 265,37,Male,HR,Recruiter,Bachelor's,15,83860,3,Single,No,2023-11-13,Pune
EMP0266,Employee 266,57,Male,IT,Software Engineer,Master's,13,74412,5,Married,Yes,2023-11-16,Pune
EMP0267,Employee 267,27,Male,Finance,Financial Analyst,Diploma,18,88468,5,Single,Yes,2022-02-15,Pune
EMP0268,Employee 268,30,Male,Sales,Sales Executive,Diploma,7,46006,4,Single,No,2023-04-17,Hyderabad
EMP0269,Employee 269,57,Female,HR,HR Executive,Diploma,13,75983,1,Single,No,2021-01-16,Mumbai
EMP0270,Employee 270,39,Female,Marketing,SEO Specialist,Bachelor's,1,36637,5,Married,No,2018-10-10,Pune
EMP0271,Employee 271,36,Female,IT,Software Engineer,Diploma,6,50554,4,Single,No,2024-04-28,Delhi
EMP0272,Employee 272,55,Female,HR,HR Executive,Master's,4,34208,1,Married,Yes,2022-08-07,Hyderabad
EMP0273,Employee 273,24,Male,Sales,Account Manager,Bachelor's,6,48804,1,Single,No,2022-09-16,Delhi
EMP0274,Employee 274,53,Male,Finance,Accountant,Bachelor's,11,73522,5,Single,No,2018-12-14,Bengaluru
EMP0275,Employee 275,41,Female,Operations,Coordinator,Master's,4,41758,4,Married,No,2021-04-09,Mumbai
EMP0276,Employee 276,27,Male,Sales,Account Manager,Master's,6,45460,3,Married,Yes,2024-07-22,Pune
EMP0277,Employee 277,37,Male,Marketing,Marketing Executive,Bachelor's,11,65303,3,Single,No,2023-01-26,Mumbai
EMP0278,Employee 278,43,Female,IT,Data Analyst,Diploma,4,36988,3,Married,No,2025-12-22,Mumbai
EMP0279,Employee 279,36,Male,Sales,Account Manager,Bachelor's,12,76817,2,Single,No,2024-03-27,Pune
EMP0280,Employee 280,44,Male,Sales,Account Manager,Bachelor's,7,48783,1,Single,No,2020-03-22,Mumbai
EMP0281,Employee 281,42,Male,Operations,Operations Executive,Master's,14,73220,1,Single,No,2019-01-12,Delhi
EMP0282,Employee 282,48,Male,Finance,Accountant,Bachelor's,12,78257,2,Married,No,2018-05-01,Hyderabad
EMP0283,Employee 283,36,Female,Finance,Accountant,Master's,4,35135,5,Married,No,2024-11-20,Pune
EMP0284,Employee 284,54,Male,Sales,Sales Executive,Master's,8,60550,3,Married,No,2019-07-17,Delhi
EMP0285,Employee 285,32,Male,Finance,Accountant,Diploma,11,74962,2,Single,No,2021-08-10,Hyderabad
EMP0286,Employee 286,31,Male,Sales,Sales Executive,Diploma,15,84212,2,Married,No,2024-07-20,Delhi
EMP0287,Employee 287,45,Female,Operations,Operations Executive,Bachelor's,1,30689,2,Married,No,2024-06-16,Hyderabad
EMP0288,Employee 288,57,Male,Marketing,SEO Specialist,Diploma,0,31523,3,Single,No,2024-05-14,Bengaluru
EMP0289,Employee 289,22,Female,Sales,Sales Executive,Master's,2,28840,5,Single,No,2020-08-10,Mumbai
EMP0290,Employee 290,58,Male,IT,Data Analyst,Diploma,5,48103,3,Single,Yes,2018-09-01,Hyderabad
EMP0291,Employee 291,29,Male,Operations,Coordinator,Diploma,12,65310,4,Married,No,2021-10-10,Mumbai
EMP0292,Employee 292,32,Female,Operations,Coordinator,Diploma,17,91192,3,Single,No,2020-07-03,Mumbai
EMP0293,Employee 293,41,Male,Operations,Operations Executive,Master's,0,32831,2,Married,Yes,2024-05-13,Pune
EMP0294,Employee 294,26,Female,HR,Recruiter,Bachelor's,11,68969,3,Single,No,2019-11-19,Mumbai
EMP0295,Employee 295,21,Male,Operations,Coordinator,Master's,2,38484,4,Single,No,2020-11-17,Bengaluru
EMP0296,Employee 296,51,Male,Finance,Financial Analyst,Master's,12,73509,1,Single,No,2024-02-15,Hyderabad
EMP0297,Employee 297,31,Female,Sales,Sales Executive,Diploma,10,63556,1,Single,Yes,2019-03-05,Hyderabad
EMP0298,Employee 298,31,Female,Marketing,Marketing Executive,Bachelor's,19,102318,1,Married,Yes,2025-11-25,Mumbai
EMP0299,Employee 299,36,Male,HR,HR Executive,Master's,13,74192,5,Married,No,2025-05-29,Mumbai
EMP0300,Employee 300,51,Male,Sales,Sales Executive,Bachelor's,11,58625,2,Single,Yes,2022-10-18,Hyderabad
EMP0301,Employee 301,51,Female,Sales,Account Manager,Bachelor's,15,76284,5,Married,No,2021-06-17,Mumbai
EMP0302,Employee 302,37,Female,IT,Software Engineer,Master's,12,74104,2,Married,No,2020-02-04,Delhi
EMP0303,Employee 303,55,Female,Sales,Sales Executive,Diploma,4,37168,1,Married,No,2018-12-18,Delhi
EMP0304,Employee 304,51,Female,Finance,Financial Analyst,Master's,17,95059,1,Single,No,2024-06-03,Pune
EMP0305,Employee 305,29,Male,Finance,Accountant,Bachelor's,5,42977,4,Single,No,2020-05-17,Mumbai
EMP0306,Employee 306,56,Female,Marketing,SEO Specialist,Master's,8,58477,5,Married,Yes,2018-10-02,Pune
EMP0307,Employee 307,30,Male,Operations,Operations Executive,Diploma,19,100249,1,Married,No,2019-04-06,Delhi
EMP0308,Employee 308,57,Female,IT,Data Analyst,Bachelor's,13,74155,3,Married,No,2022-04-18,Mumbai
EMP0309,Employee 309,42,Male,Marketing,Marketing Executive,Diploma,19,99663,4,Married,No,2018-06-08,Hyderabad
EMP0310,Employee 310,52,Male,Sales,Sales Executive,Bachelor's,10,64930,3,Married,No,2021-06-27,Hyderabad
EMP0311,Employee 311,47,Female,IT,Software Engineer,Bachelor's,13,68425,5,Single,No,2020-02-09,Pune
EMP0312,Employee 312,54,Male,IT,Data Analyst,Bachelor's,16,89218,2,Single,No,2019-07-10,Mumbai
EMP0313,Employee 313,38,Female,Sales,Account Manager,Diploma,14,70656,4,Single,No,2022-01-16,Pune
EMP0314,Employee 314,51,Female,HR,Recruiter,Bachelor's,11,74516,3,Single,No,2024-08-30,Hyderabad
EMP0315,Employee 315,34,Male,Sales,Sales Executive,Diploma,12,63626,2,Married,No,2019-10-30,Bengaluru
EMP0316,Employee 316,32,Male,Marketing,Marketing Executive,Master's,0,20291,5,Married,No,2023-04-26,Hyderabad
EMP0317,Employee 317,50,Female,Finance,Accountant,Diploma,12,73426,1,Single,No,2023-02-24,Delhi
EMP0318,Employee 318,51,Male,Operations,Coordinator,Master's,11,67762,3,Married,No,2021-05-07,Hyderabad
EMP0319,Employee 319,36,Male,Operations,Coordinator,Diploma,20,99790,3,Single,Yes,2020-02-11,Pune
EMP0320,Employee 320,46,Female,Operations,Operations Executive,Diploma,15,82186,5,Single,No,2020-11-28,Hyderabad
EMP0321,Employee 321,40,Male,Operations,Operations Executive,Master's,7,60088,1,Married,No,2025-07-14,Mumbai
EMP0322,Employee 322,26,Male,Operations,Coordinator,Bachelor's,8,53998,3,Married,No,2025-08-16,Hyderabad
EMP0323,Employee 323,51,Male,IT,Data Analyst,Master's,8,57635,2,Single,No,2023-03-15,Bengaluru
EMP0324,Employee 324,30,Male,Marketing,Marketing Executive,Master's,9,65036,4,Married,No,2018-08-10,Mumbai
EMP0325,Employee 325,32,Female,IT,Data Analyst,Bachelor's,5,40148,4,Married,No,2023-06-21,Mumbai
EMP0326,Employee 326,26,Male,HR,Recruiter,Diploma,18,88191,4,Married,No,2023-06-29,Bengaluru
EMP0327,Employee 327,44,Male,Finance,Accountant,Diploma,12,62152,2,Single,No,2018-06-04,Pune
EMP0328,Employee 328,40,Male,Operations,Operations Executive,Master's,7,51914,5,Married,No,2025-10-11,Mumbai
EMP0329,Employee 329,54,Female,Sales,Account Manager,Diploma,1,33271,2,Married,No,2021-04-06,Bengaluru
EMP0330,Employee 330,35,Male,IT,Data Analyst,Diploma,6,46402,1,Single,Yes,2022-07-11,Pune
EMP0331,Employee 331,37,Male,IT,Data Analyst,Diploma,20,91224,1,Single,No,2022-03-17,Pune
EMP0332,Employee 332,56,Female,Operations,Coordinator,Diploma,3,44156,2,Single,No,2022-12-25,Pune
EMP0333,Employee 333,29,Female,IT,Data Analyst,Diploma,13,68808,5,Single,No,2025-06-06,Hyderabad
EMP0334,Employee 334,37,Male,Sales,Account Manager,Diploma,3,46809,4,Married,No,2020-03-24,Mumbai
EMP0335,Employee 335,51,Female,Sales,Sales Executive,Bachelor's,17,95764,1,Single,No,2020-04-30,Pune
EMP0336,Employee 336,25,Male,Marketing,SEO Specialist,Diploma,15,77387,2,Married,No,2019-01-04,Hyderabad
EMP0337,Employee 337,23,Female,IT,Software Engineer,Diploma,14,70641,3,Married,No,2019-02-13,Pune
EMP0338,Employee 338,31,Female,Sales,Account Manager,Master's,1,23816,5,Married,No,2019-07-21,Pune
EMP0339,Employee 339,50,Female,IT,Software Engineer,Diploma,10,60992,4,Married,No,2019-04-12,Mumbai
EMP0340,Employee 340,58,Female,Sales,Account Manager,Bachelor's,4,35921,5,Married,Yes,2019-10-15,Hyderabad
EMP0341,Employee 341,28,Female,Marketing,SEO Specialist,Bachelor's,0,24281,1,Married,No,2023-06-02,Hyderabad
EMP0342,Employee 342,54,Male,Sales,Account Manager,Diploma,16,83339,2,Married,No,2025-07-06,Hyderabad
EMP0343,Employee 343,56,Male,Operations,Operations Executive,Diploma,20,102611,2,Married,No,2019-09-01,Bengaluru
EMP0344,Employee 344,38,Male,HR,HR Executive,Diploma,2,43110,4,Married,No,2021-08-06,Mumbai
EMP0345,Employee 345,52,Female,Sales,Account Manager,Bachelor's,14,83555,4,Single,No,2024-06-05,Pune
EMP0346,Employee 346,26,Female,Finance,Financial Analyst,Diploma,13,66674,4,Married,No,2024-04-01,Hyderabad
EMP0347,Employee 347,51,Female,Sales,Account Manager,Bachelor's,7,59391,1,Single,No,2021-09-21,Pune
EMP0348,Employee 348,27,Male,IT,Data Analyst,Master's,11,68067,2,Married,No,2024-02-22,Pune
EMP0349,Employee 349,46,Male,IT,Software Engineer,Bachelor's,19,92919,3,Single,Yes,2020-02-08,Bengaluru
EMP0350,Employee 350,58,Male,Sales,Account Manager,Bachelor's,20,94037,5,Single,No,2023-01-20,Delhi
EMP0351,Employee 351,32,Male,Finance,Financial Analyst,Bachelor's,18,98824,4,Married,No,2023-09-14,Delhi
EMP0352,Employee 352,42,Female,Finance,Accountant,Bachelor's,13,73634,2,Married,No,2021-01-25,Delhi
EMP0353,Employee 353,41,Male,Operations,Operations Executive,Bachelor's,16,85794,5,Married,No,2025-11-13,Hyderabad
EMP0354,Employee 354,41,Male,Operations,Coordinator,Diploma,4,39826,4,Married,No,2023-08-26,Delhi
EMP0355,Employee 355,45,Male,IT,Data Analyst,Diploma,13,65918,1,Single,Yes,2023-11-12,Hyderabad
EMP0356,Employee 356,39,Male,HR,HR Executive,Master's,9,59710,4,Single,No,2019-08-23,Delhi
EMP0357,Employee 357,36,Female,Operations,Operations Executive,Master's,17,86850,4,Married,No,2025-04-04,Hyderabad
EMP0358,Employee 358,49,Male,Marketing,SEO Specialist,Diploma,1,23924,5,Single,No,2020-10-26,Mumbai
EMP0359,Employee 359,32,Male,IT,Software Engineer,Bachelor's,14,74813,4,Married,Yes,2025-08-28,Delhi
EMP0360,Employee 360,21,Female,IT,Software Engineer,Diploma,4,39273,2,Single,No,2024-07-20,Mumbai
EMP0361,Employee 361,40,Female,IT,Software Engineer,Bachelor's,19,88166,3,Single,No,2025-01-05,Mumbai
EMP0362,Employee 362,55,Female,Marketing,Marketing Executive,Master's,2,43552,2,Single,No,2019-10-15,Hyderabad
EMP0363,Employee 363,54,Female,IT,Data Analyst,Bachelor's,11,68119,3,Married,No,2020-06-13,Mumbai
EMP0364,Employee 364,41,Female,Operations,Operations Executive,Master's,19,94489,3,Married,No,2018-06-13,Pune
EMP0365,Employee 365,23,Female,Marketing,Marketing Executive,Master's,11,75352,5,Single,No,2023-09-15,Pune
EMP0366,Employee 366,34,Female,HR,HR Executive,Bachelor's,17,79740,5,Married,Yes,2025-01-11,Pune
EMP0367,Employee 367,23,Male,Operations,Operations Executive,Bachelor's,4,34778,2,Married,No,2023-02-24,Delhi
EMP0368,Employee 368,49,Female,Sales,Account Manager,Master's,18,90459,1,Married,No,2020-11-25,Pune
EMP0369,Employee 369,25,Female,Marketing,Marketing Executive,Master's,0,22072,3,Single,Yes,2024-07-26,Hyderabad
EMP0370,Employee 370,31,Male,Finance,Financial Analyst,Diploma,12,74947,4,Married,Yes,2025-05-30,Mumbai
EMP0371,Employee 371,56,Male,IT,Data Analyst,Bachelor's,20,102226,1,Married,No,2018-02-15,Delhi
EMP0372,Employee 372,43,Male,Marketing,SEO Specialist,Diploma,2,36984,5,Single,No,2020-05-10,Mumbai
EMP0373,Employee 373,57,Male,HR,Recruiter,Diploma,7,52781,5,Single,Yes,2020-03-06,Hyderabad
EMP0374,Employee 374,58,Female,Operations,Coordinator,Master's,2,35214,2,Single,No,2019-02-07,Pune
EMP0375,Employee 375,49,Female,IT,Software Engineer,Diploma,19,88787,5,Single,No,2020-03-03,Delhi
EMP0376,Employee 376,41,Male,Marketing,Marketing Executive,Diploma,11,68865,4,Married,Yes,2022-10-21,Hyderabad
EMP0377,Employee 377,40,Female,HR,HR Executive,Bachelor's,10,70727,5,Single,No,2023-03-11,Hyderabad
EMP0378,Employee 378,25,Male,HR,HR Executive,Diploma,17,85936,1,Married,No,2020-12-14,Delhi
EMP0379,Employee 379,55,Female,HR,HR Executive,Master's,1,32039,4,Single,No,2024-02-05,Delhi
EMP0380,Employee 380,26,Female,Operations,Coordinator,Diploma,9,55887,1,Single,No,2023-03-19,Delhi
EMP0381,Employee 381,32,Male,Operations,Coordinator,Master's,5,54347,1,Single,No,2019-07-29,Bengaluru
EMP0382,Employee 382,34,Female,HR,Recruiter,Master's,2,35662,4,Single,No,2022-02-22,Pune
EMP0383,Employee 383,38,Female,Operations,Operations Executive,Master's,10,58382,4,Married,No,2025-11-22,Delhi
EMP0384,Employee 384,35,Female,Operations,Coordinator,Master's,2,43930,4,Married,No,2020-10-27,Delhi
EMP0385,Employee 385,25,Female,Sales,Sales Executive,Bachelor's,16,80553,2,Single,Yes,2022-12-07,Hyderabad
EMP0386,Employee 386,28,Female,Marketing,SEO Specialist,Master's,3,38047,2,Single,No,2022-08-26,Bengaluru
EMP0387,Employee 387,31,Male,Sales,Sales Executive,Diploma,7,45913,2,Single,No,2019-06-08,Mumbai
EMP0388,Employee 388,57,Male,IT,Software Engineer,Bachelor's,5,54429,2,Married,No,2022-07-19,Delhi
EMP0389,Employee 389,30,Male,Finance,Accountant,Bachelor's,15,78089,3,Married,No,2020-06-17,Delhi
EMP0390,Employee 390,27,Male,Marketing,Marketing Executive,Diploma,2,34530,5,Married,No,2022-03-30,Mumbai
EMP0391,Employee 391,23,Male,Marketing,Marketing Executive,Master's,3,36313,2,Single,No,2023-05-04,Bengaluru
EMP0392,Employee 392,48,Male,Marketing,SEO Specialist,Master's,13,77636,3,Single,No,2018-06-27,Bengaluru
EMP0393,Employee 393,26,Female,HR,Recruiter,Master's,8,63634,2,Single,No,2020-08-10,Pune
EMP0394,Employee 394,34,Female,Marketing,SEO Specialist,Master's,16,79861,1,Single,Yes,2023-10-30,Bengaluru
EMP0395,Employee 395,48,Female,Operations,Coordinator,Diploma,18,91311,4,Single,No,2020-12-06,Bengaluru
EMP0396,Employee 396,56,Female,Marketing,SEO Specialist,Master's,17,95309,5,Married,No,2020-01-03,Bengaluru
EMP0397,Employee 397,31,Male,Operations,Operations Executive,Diploma,4,37902,4,Married,No,2020-07-30,Delhi
EMP0398,Employee 398,21,Male,Marketing,Marketing Executive,Master's,1,28767,5,Married,No,2022-05-13,Pune
EMP0399,Employee 399,23,Female,Sales,Account Manager,Diploma,8,55266,5,Married,Yes,2022-02-27,Delhi
EMP0400,Employee 400,54,Female,Sales,Sales Executive,Bachelor's,5,53699,5,Single,Yes,2022-12-04,Delhi
EMP0401,Employee 401,31,Male,HR,Recruiter,Master's,1,35287,3,Married,No,2020-09-06,Bengaluru
EMP0402,Employee 402,25,Male,Marketing,SEO Specialist,Diploma,6,57965,5,Married,No,2018-03-04,Hyderabad
EMP0403,Employee 403,57,Male,IT,Software Engineer,Bachelor's,7,50874,4,Single,No,2023-02-06,Delhi
EMP0404,Employee 404,53,Female,Sales,Account Manager,Diploma,16,85642,4,Married,No,2021-10-24,Delhi
EMP0405,Employee 405,58,Male,Finance,Accountant,Bachelor's,7,55630,3,Single,No,2023-02-23,Bengaluru
EMP0406,Employee 406,43,Male,Operations,Coordinator,Bachelor's,7,52034,3,Single,No,2021-07-17,Bengaluru
EMP0407,Employee 407,51,Female,Operations,Coordinator,Bachelor's,10,57491,5,Married,No,2024-03-21,Mumbai
EMP0408,Employee 408,36,Female,Operations,Operations Executive,Bachelor's,6,57351,2,Single,No,2020-03-28,Delhi
EMP0409,Employee 409,52,Male,IT,Data Analyst,Master's,4,37495,3,Married,No,2019-05-07,Bengaluru
EMP0410,Employee 410,53,Female,Marketing,SEO Specialist,Bachelor's,8,64082,5,Single,No,2020-01-20,Pune
EMP0411,Employee 411,43,Female,Marketing,Marketing Executive,Master's,13,81173,1,Married,Yes,2024-01-24,Hyderabad
EMP0412,Employee 412,58,Male,Operations,Coordinator,Master's,0,20387,5,Married,No,2025-07-24,Mumbai
EMP0413,Employee 413,42,Female,Marketing,Marketing Executive,Master's,8,55770,4,Single,No,2021-01-08,Bengaluru
EMP0414,Employee 414,32,Male,Operations,Operations Executive,Bachelor's,11,70462,3,Single,No,2022-06-29,Delhi
EMP0415,Employee 415,30,Female,Finance,Financial Analyst,Bachelor's,12,68424,4,Married,No,2019-08-21,Mumbai
EMP0416,Employee 416,56,Male,Operations,Coordinator,Bachelor's,16,86345,2,Single,No,2023-06-17,Mumbai
EMP0417,Employee 417,37,Female,IT,Software Engineer,Diploma,15,75655,5,Married,No,2023-01-17,Hyderabad
EMP0418,Employee 418,33,Male,Sales,Account Manager,Master's,13,69472,3,Married,No,2021-12-09,Bengaluru
EMP0419,Employee 419,30,Male,Sales,Account Manager,Master's,12,71388,5,Married,No,2023-03-15,Pune
EMP0420,Employee 420,39,Female,Sales,Account Manager,Master's,5,48759,4,Married,No,2020-07-23,Delhi
EMP0421,Employee 421,22,Male,Marketing,Marketing Executive,Diploma,14,82565,3,Single,No,2019-11-17,Mumbai
EMP0422,Employee 422,51,Male,HR,HR Executive,Master's,12,65375,5,Single,Yes,2019-01-27,Pune
EMP0423,Employee 423,45,Female,IT,Data Analyst,Bachelor's,19,91588,3,Married,No,2018-12-12,Mumbai
EMP0424,Employee 424,43,Female,HR,Recruiter,Master's,16,81590,5,Married,Yes,2018-04-28,Delhi
EMP0425,Employee 425,57,Female,Finance,Accountant,Master's,4,39801,4,Single,No,2024-08-17,Pune
EMP0426,Employee 426,40,Male,Finance,Financial Analyst,Diploma,9,63485,2,Married,No,2022-08-16,Hyderabad
EMP0427,Employee 427,51,Female,Finance,Financial Analyst,Master's,17,79772,3,Single,No,2025-09-18,Pune
EMP0428,Employee 428,48,Female,Marketing,Marketing Executive,Bachelor's,11,64679,4,Married,No,2022-08-14,Mumbai
EMP0429,Employee 429,38,Female,IT,Software Engineer,Master's,2,40835,2,Single,No,2025-01-05,Mumbai
EMP0430,Employee 430,49,Female,HR,Recruiter,Bachelor's,9,55116,3,Single,No,2025-02-21,Mumbai
EMP0431,Employee 431,39,Female,Sales,Sales Executive,Diploma,17,80225,4,Single,No,2020-02-01,Mumbai
EMP0432,Employee 432,47,Female,Sales,Account Manager,Master's,4,34482,4,Single,No,2023-07-15,Hyderabad
EMP0433,Employee 433,25,Female,Sales,Sales Executive,Bachelor's,4,35836,3,Married,No,2020-12-27,Pune
EMP0434,Employee 434,23,Male,Sales,Account Manager,Diploma,7,57109,1,Single,No,2022-12-20,Bengaluru
EMP0435,Employee 435,23,Male,Finance,Accountant,Master's,9,62086,3,Single,No,2019-10-12,Hyderabad
EMP0436,Employee 436,41,Male,Sales,Sales Executive,Master's,6,44700,5,Single,No,2020-08-24,Bengaluru
EMP0437,Employee 437,51,Male,HR,Recruiter,Bachelor's,0,21376,2,Single,No,2024-07-08,Bengaluru
EMP0438,Employee 438,43,Male,Sales,Sales Executive,Bachelor's,19,97589,4,Single,Yes,2025-01-04,Hyderabad
EMP0439,Employee 439,22,Female,Marketing,SEO Specialist,Diploma,20,101380,2,Married,No,2022-12-02,Pune
EMP0440,Employee 440,33,Male,Finance,Accountant,Master's,14,78657,4,Married,No,2024-02-02,Delhi
EMP0441,Employee 441,39,Female,Marketing,SEO Specialist,Master's,5,39756,1,Married,Yes,2023-12-16,Mumbai
EMP0442,Employee 442,25,Female,Sales,Sales Executive,Diploma,19,98430,4,Single,No,2024-12-15,Delhi
EMP0443,Employee 443,27,Male,IT,Data Analyst,Bachelor's,10,68428,2,Single,No,2025-03-10,Mumbai
EMP0444,Employee 444,45,Female,Sales,Account Manager,Bachelor's,15,78778,3,Single,Yes,2019-02-09,Delhi
EMP0445,Employee 445,26,Female,Operations,Operations Executive,Master's,2,27428,5,Married,No,2020-05-04,Hyderabad
EMP0446,Employee 446,25,Female,Operations,Operations Executive,Bachelor's,1,32210,5,Single,Yes,2023-12-07,Pune
EMP0447,Employee 447,36,Male,Operations,Coordinator,Diploma,7,57126,1,Married,No,2020-02-16,Bengaluru
EMP0448,Employee 448,56,Female,Operations,Coordinator,Diploma,13,68911,2,Married,No,2019-11-15,Hyderabad
EMP0449,Employee 449,48,Female,IT,Data Analyst,Diploma,17,90138,5,Single,No,2022-03-03,Bengaluru
EMP0450,Employee 450,46,Male,Marketing,Marketing Executive,Master's,8,59796,5,Single,No,2023-01-28,Delhi
EMP0451,Employee 451,34,Female,HR,HR Executive,Diploma,9,51715,3,Single,No,2021-05-15,Pune
EMP0452,Employee 452,44,Male,Sales,Sales Executive,Master's,14,80654,3,Single,Yes,2019-10-02,Delhi
EMP0453,Employee 453,51,Male,Finance,Accountant,Diploma,18,90124,5,Single,No,2018-11-13,Delhi
EMP0454,Employee 454,24,Female,Operations,Coordinator,Master's,9,52724,4,Single,No,2024-06-18,Mumbai
EMP0455,Employee 455,45,Male,Operations,Coordinator,Diploma,20,90374,1,Married,No,2025-02-09,Delhi
EMP0456,Employee 456,30,Male,Marketing,SEO Specialist,Master's,4,44709,5,Single,No,2023-08-20,Mumbai
EMP0457,Employee 457,26,Female,Finance,Financial Analyst,Diploma,9,64421,4,Married,Yes,2019-08-30,Pune
EMP0458,Employee 458,29,Female,Finance,Financial Analyst,Master's,16,90237,4,Single,Yes,2025-10-29,Delhi
EMP0459,Employee 459,48,Female,Marketing,Marketing Executive,Bachelor's,16,84068,4,Married,Yes,2020-09-19,Hyderabad
EMP0460,Employee 460,22,Female,IT,Data Analyst,Master's,6,51509,5,Married,No,2021-11-12,Delhi
EMP0461,Employee 461,44,Male,HR,HR Executive,Bachelor's,14,70470,1,Single,No,2020-08-14,Delhi
EMP0462,Employee 462,28,Female,HR,Recruiter,Master's,9,51950,1,Married,No,2021-11-07,Mumbai
EMP0463,Employee 463,37,Female,Operations,Operations Executive,Diploma,17,86442,1,Married,No,2020-04-14,Delhi
EMP0464,Employee 464,39,Male,Operations,Coordinator,Bachelor's,16,77424,4,Single,Yes,2020-11-12,Pune
EMP0465,Employee 465,45,Male,Finance,Accountant,Diploma,8,59803,1,Married,Yes,2019-03-18,Bengaluru
EMP0466,Employee 466,50,Male,Marketing,Marketing Executive,Bachelor's,17,82384,5,Married,No,2020-02-03,Hyderabad
EMP0467,Employee 467,43,Female,Finance,Accountant,Bachelor's,12,67144,5,Married,No,2018-03-17,Pune
EMP0468,Employee 468,38,Male,Operations,Operations Executive,Master's,8,60686,4,Single,No,2018-05-01,Pune
EMP0469,Employee 469,30,Female,Operations,Coordinator,Diploma,12,69452,3,Married,No,2022-09-06,Delhi
EMP0470,Employee 470,33,Male,HR,Recruiter,Diploma,6,45540,5,Single,No,2024-07-07,Bengaluru
EMP0471,Employee 471,55,Male,HR,HR Executive,Master's,20,95178,2,Single,Yes,2021-07-24,Hyderabad
EMP0472,Employee 472,38,Male,Finance,Financial Analyst,Bachelor's,13,75440,2,Single,No,2022-12-20,Pune
EMP0473,Employee 473,35,Male,Marketing,Marketing Executive,Diploma,19,95244,1,Married,No,2024-10-16,Pune
EMP0474,Employee 474,51,Female,Operations,Operations Executive,Master's,15,76893,4,Married,No,2023-08-20,Mumbai
EMP0475,Employee 475,21,Female,HR,Recruiter,Bachelor's,6,48414,2,Single,No,2018-05-13,Pune
EMP0476,Employee 476,50,Male,HR,Recruiter,Master's,14,85054,1,Married,No,2025-09-18,Hyderabad
EMP0477,Employee 477,50,Male,Finance,Financial Analyst,Diploma,19,87761,5,Married,Yes,2023-11-03,Pune
EMP0478,Employee 478,33,Female,Marketing,SEO Specialist,Master's,12,78912,3,Married,No,2025-01-27,Bengaluru
EMP0479,Employee 479,54,Male,HR,Recruiter,Diploma,13,75147,4,Single,No,2024-11-16,Delhi
